State,Date_of_Scraping,URL,News_type,News_Dates,News_Titles,News_Shorts
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,28 July 2017,The meeting in the Ministry of Foreign Affairs of the Bolivarian Republic of Venezuela,"Zaur Gvadzhava, the Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia participated in the meeting with Samuel Moncada, the Minister of Foreign Affairs of the Bolivarian Republic of Venezuela on July 26, 2017."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,4 July 2017,Khibla Amichba participated in the work of two conferences in Berlin,"Two conferences were held in Berlin: the first - ""Eurasian Economic Union and its importance for Armenia, Belarus and Kazakhstan"" (organized by the German Society for the Study of Eastern Europe and the Friedrich Naumann Foundation) was held on June 27."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,16 June 2017,"The meeting of Adika Arshba, the Honorary Consul of the Republic of Abkhazia with the Mayor of Rostov in the Rostov region","The first meeting of Adik Arshba , the Honorary Consul of the Republic of Abkhazia was held with Vitaliy Kushnaryov, the Head of Rostov-on-Don Administration in Rostov-on-Don."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,7 June 2017,The Embassy of the Republic of South Ossetia in Abkhazia hosted a meeting between Oleg Arshba and Oleg Botsiev,"Deputy Minister of Foreign Affairs of the Republic of Abkhazia Oleg Arshba held a meeting with Ambassador Extraordinary and Plenipotentiary of the Republic of South Ossetia to the Republic of Abkhazia Oleg Botsiev. The meeting was also attended by Assistant Minister of Foreign Affairs of the Republic of Abkhazia Giorgi Dumava.

At the beginning of the meeting, Oleg Arshba introduced the Assistant to the Minister of Foreign Affairs of the Republic of Abkhazia Giorgi Dumava to the Ambassador.

During the conversation, the sides exchanged views on cooperation and strengthening of ties between the two republics. Other issues of mutual interest were also discussed at the meeting.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,17 May 2017,Daur Kove congratulated the staff of the Foreign Ministry and all the staff of the Embassies and Foreign Embassies,"Daur Kove congratulated the staff of the Foreign Ministry and all the staff of the Embassies and Foreign Embassies of the Republic of Abkhazia on the 24th anniversary of the establishment of the Ministry of Foreign Affairs of the Republic of Abkhazia.


"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,9 May 2017,Celebrating Victory Day in Berlin,"Festive events dedicated to the Victory Day in the Great Patriotic War were held in Berlin. They began on May 7 with a grand concert of the Turkish Choir and were continued today. Several thousand people took part in the official ceremony of laying flowers to the Soviet memorial in Treptow Park on the Victory Day.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,27 April 2017,Meeting of the Ambassador with the Honorary Consul of the Republic of Abkhazia in Rostov-on-Don,"Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation Igor Akhba received Adik Arshba, appointed Honorary Consul of the Republic of Abkhazia in Rostov-on-Don."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,17 March 2017,Igor Akhba met with students from Abkhazia studying at MGIMO,"The Embassy of the Republic of Abkhazia in Russia hosted a regular meeting of the Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to Russia Igor Akhba with students from Abkhazia studying in Moscow universities. Such meetings have already become traditional.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=7,Embassy News,15 March 2017,Igor Akhba congratulated Alexey Gogua on his 85th birthday,"Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation Igor Akhba sent his congratulations to the writer Alexey Gogua on the occasion of his 85th anniversary.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,22 February 2017,Abkhazian Ambassador to Russia Igor Akhba paid tribute to the memory of Vitaly Churkin,"Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation Igor Akhba visited the Russian Ministry of Foreign Affairs.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,7 February 2017,"Igor Akhba received charge d'affaire of the Bolivarian Republic of Venezuela in the Russian Federation, Jose Gregorio Escalona","Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation Igor Akhba received charge d'affaire of the Bolivarian Republic of Venezuela in the Russian Federation, Jose Gregorio Escalona.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,3 February 2017,Igor Akhba congratulated Alexander Orlov-Kretchmer on his 70th birthday,"Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation Igor Akhba extended congratulations to Dr. of Social Sciences, Professor Alexander Orlov-Kretchmer on the occasion of his 70th anniversary.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,12 October 2016,Plenipotentiary Representative of the Republic of Abkhazia in Bulgaria and the Balkan countries Omer Marchand congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"Plenipotentiary Representative of the Republic of Abkhazia in Bulgaria and the Balkan countries Omer Marchand congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,11 October 2016,The Head of the Caucasus-Abkhazia Solidarity Committee Erdeshan Kobash Bganba sent a congratulatory note to the Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove,"The note reads, in particular:
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,10 October 2016,Deputy of the State Duma I.K. Sukharev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"Deputy of the State Duma I.K. Sukharev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,10 October 2016,Chairman of the Federation of Abkhazian cultural centers Ahmet Ceylan Hapat congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.,"Chairman of the Federation of Abkhazian cultural centers Ahmet Ceylan Hapat congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,7 October 2016,Russian Foreign Minister Sergey Lavrov congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"The Minister of Foreign Affairs of the Russian Federation Sergey Lavrov congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,7 October 2016,Acting Minister of Foreign Affairs of the DPR Natalia Nikonorova congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.,"Acting Minister of Foreign Affairs of the DPR Natalia Nikonorova congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=8,Embassy News,7 October 2016,Head of the Official Representation of the Pridnestrovian Moldavian Republic in the Republic of Abkhazia Garry Kupalba congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,Head of the Official Representation of the Pridnestrovian Moldavian Republic in the Republic of Abkhazia Garry Kupalba sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,6 October 2016,The representative of the Ministry of Foreign Affairs of the Russian Federation in Nizhny Novgorod S.G. Malov sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkh,"The representative of the Ministry of Foreign Affairs of the Russian Federation in Nizhny Novgorod S.G. Malov sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,5 October 2016,Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of Abkhazia Semyon Grigoriev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of Abkhazia Semyon Grigoriev sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,5 October 2016,Extraordinary and Plenipotentiary Ambassador of the Republic of South Ossetia in the Republic of Abkhazia Oleg Botsiev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"Extraordinary and Plenipotentiary Ambassador of the Republic of South Ossetia in the Republic of Abkhazia Oleg Botsiev sent a congratulatory note to D.V. Kove in connection with his appointment to the post of the Minister of Foreign Affairs of the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/embassies/?PAGEN_1=9,Embassy News,5 October 2016,PMR Foreign Minister Vitaliy Ignatiev congratulated Kove Daur Vadimovich on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia,"The Minister of Foreign Affairs of the Pridnestrovian Moldavian Republic Vitaliy Ignatiev congratulated Daur Kove on his appointment as the Minister of Foreign Affairs of the Republic of Abkhazia.

"
