State,Date_of_Scraping,URL,News_type,News_Dates,News_Titles,News_Shorts
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,10 February 2021,Daur Kove congratulated Sergey Lavrov on Russian Diplomat’s Day,"Daur Kove, Minister of Foreign Affairs of the Republic of Abkhazia congratulated Sergei Lavrov, Minister of Foreign Affairs of the Russian Federation on the Diplomat’s Day of Russia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,10 February 2021,Daur Kove congratulated Vitaly Ignatyev on TMR Diplomat Day,"Daur Kove, Minister of Foreign Affairs of the Republic of Abkhazia congratulated Vitaly Ignatyev, Minister of Foreign Affairs of the Transnistrian Moldavian Republic on the Diplomat’s Day of the TMR."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,5 February 2021,Daur Kove congratulated Igor Akhba on his birthday,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Igor Akhba,  Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation on his birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,31 January 2021,"Foreign Minister of Abkhazia congratulated the President, Minister of Foreign Affairs of the Republic of Nauru on Independence Day"," Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Lionel Rowen Eingimea, the President, Minister of Foreign Affairs of the Republic of Nauru on the Independence Day of the Republic of Nauru.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,18 January 2021,Daur Kove sent a congratulatory note to Harry Kupalba on the 14th anniversary of the establishment of the Official Representation of the PMR in Abkhazia ,"Daur Kove, Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to Harry Kupalba on the 14th anniversary of the establishment of the Official Mission of the Transnistrian Moldovan Republic in the Republic of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,12 January 2021,Sergey Lavrov wished a speedy recovery to Daur Kova who fell ill with COVID -19,"Sergey Lavrov, the Russian Foreign Minister sent a telegram wishing a speedy recovery to Daur Kove, Minister of Foreign Affairs of the Republic of Abkhazia 
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,30 December 2020,Daur Kove and Sergey Lavrov exchanged congratulations on the coming New Year and Christmas,"Daur Kove, Minister of Foreign Affairs of the Republic of Abkhazia and Sergey Lavrov, Minister of Foreign Affairs of the Russian Federation congratulated each other on the coming of New Year and Christmas."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,24 November 2020,6 years since signing of the Treaty on Alliance and Strategic Partnership between Abkhazia and Russia,"The date of 18 July, 2020 marks the sixth anniversary of signing of the Treaty on Alliance and Strategic Partnership between the Republic of Abkhazia and the Russian Federation."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=2,Notes,23 November 2020,Daur Kove congratulated Dmitry Medoev on the occasion of the Day of Courage and National Unity of the Republic of South Ossetia,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Dmitry Medoev, the Minister of Foreign Affairs of the Republic of South Ossetia on the occasion of the Day of Courage and National Unity of the Republic of South Ossetia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,19 November 2020,On the meeting with Garry Kupalba,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia held the meeting with Garry Kupalba, the Head of the official Representation of the Pridnestrovian Moldavian Republic in the Republic of Abkhazia on November 19, 2020 at the Ministry of Foreign Affairs of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,16 November 2020,Abkhazian Foreign Ministry sent a note of condolences on the occasion of the death of the Syrian Foreign Minister,"The Ministry of Foreign Affairs of the Republic of Abkhazia sent a note of condolences to the Ministry of Foreign Affairs and Expatriates of the Syrian Arab Republic in connection with the untimely death of Walid al Muallem, the Deputy Chairman of the Council of Ministers, Minister of Foreign Affairs and Expatriates."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,13 October 2020, Abkhazian Foreign Ministry expresses condolences on the death of Taras Mironovich Shamba,"
	We received with deep sorrow the news of the death of Taras Mironovich Shamba - an outstanding Abkhaz and Russian public and political figure, holder of the Akhdz-Apsha Order of the 1-st degree, laureate of the Dmitry Gulia State Prize, honorary lawyer of the Russian Federation, honored lawyer of Russia, President of the World Congress of Abkhaz-Abaza (Abaza) of the people (1992-2017).
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,28 September 2020,The Representative Office of the Republic of Abkhazia in the PMR received congratulations on the occasion of the 25-th anniversary of the Victory and Independence Day,Congratulatory addresses were given to the Plenipotentiary Representative of the Republic of Abkhazia in the Pridnestrovian Moldavian Republic during the solemn event which took place in Tiraspol in the premises of the Official Representation of the Republic of Abkhazia in Transdniestria.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,20 September 2020,Daur Kove sent a congratulatory note to Dmitry Medoev on the 30th anniversary of the proclamation of the Republic of South Ossetia,The Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove sent a congratulatory note to the Minister of Foreign Affairs of South Ossetia Dmitry Medoev on the 30th anniversary of the proclamation of the Republic of South Ossetia.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,14 September 2020,Daur Kove congratulated Masis Mayilyan on his birthday,"The Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove congratulated the Minister of Foreign Affairs of the Republic of Artsakh Masis Mayilyan on his birthday.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,8 August 2020,Ministry of Foreign Affairs of Abkhazia sent a note of condolences to the Ministry of Foreign Affairs of the Republic of South Ossetia,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a note of condolences to the Ministry of Foreign Affairs of the Republic of South Ossetia on the occasion of the 12-th anniversary of the start of Georgia's large-scale aggression against the Republic of South Ossetia.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,5 August 2020,MFA of Abkhazia sent a note of condolences to the MFA of the Republic of Lebanon,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a note of condolences to the Ministry of Foreign Affairs and Emigrants of the Republic of Lebanon in connection with the numerous victims as the result of the explosion in Beirut.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,8 July 2020,Daur Kove congratulated the Governor of Nizhny Novgorod region on conferring of the honorary rank the «City of Labor Valor» to Nizhny Novgorod,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Gleb Nikitin, the Governor of the Nizhny Novgorod Region,on conferring of the rank the «City of Labor Valor» to Nizhny Novgorod."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=3,Notes,7 July 2020,Commentary of the Ministry of Foreign Affairs of Abkhazia,"Information that the political party “For Truth” led by the writer Zakhar Prilepin, has presented an election program in which, in particular, it is proposed, through a referendum, to decide on the accession of Abkhazia and South Ossetia to the Russian Federation has appeared in a number of Russian media."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,19 June 2020,Ministry of Foreign Affairs of the Republic of Abkhazia sends a note of condolences to the PMR Foreign Ministry on the occasion of the 28-th anniversary of the Bender tragedy,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a note of condolences to the Ministry of Foreign Affairs of the Pridnestrovian Moldavian Republic on the occasion of the 28-th anniversary of the Bender tragedy.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,12 June 2020,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation on the Day of Russia","In the congratulation, in particular, it is said:"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,8 June 2020,Walid al-Moallem sent a note to Daur Kove,"Walid al-Moallem, the Deputy Prime Minister, Foreign and Expatriates Minister of the Syrian Arab Republic sent a note to Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,29 May 2020,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the MFA of the Republic of South Ossetia on the occasion of the 28th anniversary of Independence of the Republic of South Ossetia.,"
	The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Republic of South Ossetia on the occasion of the 28th anniversary of the adoption of the Declaration of Independence of the Republic of South Ossetia
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,28 May 2020,Daur Kove congratulated Dmitry Medoev on the occasion of the 28-th anniversary of the establishment of the Ministry of Foreign Affairs of the Republic of South Ossetia,"Daur Kove, the Abkhazian Foreign Minister sent a congratulatory note to Dmitry Medoev, the Minister of Foreign Affairs of the Republic of South Ossetia on the occasion of the 28-th anniversary of the establishment of the Ministry of Foreign Affairs of the Republic of South Ossetia and the Diplomatic Service Day."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,20 May 2020,Ministry of Foreign Affairs of the Republic of Abkhazia sent a note of condolences to the South Ossetian Foreign Ministry on the occasion of the 28-th anniversary of the Zar tragedy,"
	The Ministry of Foreign Affairs of the Republic of Abkhazia sent a note of condolences to the Ministry of Foreign Affairs of the Republic of South Ossetia on the occasion of the 28-th anniversary of the Zar tragedy.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,15 May 2020,Daur Kove congratulated Dmitry Medoev on the occasion of his anniversary,"
	 Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Dmitry Medoev, the Minister of Foreign Affairs of the Republic of South Ossetia on the occasion of his anniversary.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,10 February 2020,Daur Kove congratulated Sergey Lavrov on the occasion of the Diplomatic Officer Day,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation on the occasion of the Diplomatic Officer Day."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,10 February 2020,Daur Kove congratulated Vitaly Ignatiev on the occasion of the Diplomatic Officer Day,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Vitaly Ignatiev, the Minister of Foreign Affairs of the Pridnestrovian Moldavian Republic on the occasion of the the Diplomatic Officer Day."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=4,Notes,5 February 2020,Daur Kove congratulated Igor Akhba on the occasion of his birthday,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Igor Akhba, the Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation on the occasion of his birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,22 January 2020,Daur Kove congratulated Sergey Lavrov on the occasion of the reappointment as the Minister of Foreign Affairs of the Russian Federation ,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Sergey Lavrov on the occasion of his reappointment to the post of the Minister of Foreign Affairs of the Russian Federation."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,18 January 2020,Daur Kove congratulated Harry Kupalba on the occasion of the 13-th anniversary of the establishment of the Official Representation of the PMR in the Republic of Abkhazia,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Harry Kupalba, the Head of the Official Representation of the Pridnestrovian Moldavian Republic in the Republic of Abkhazia on the occasion of the 13-th anniversary of the establishment of the PMR Official Representation in the Republic of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,16 December 2019,The Abkhazian Foreign Ministry sends a note to the Foreign Ministry of Nauru,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a note to the Department of Foreign Affairs and Trade of the Republic of Nauru on the occasion of the tenth anniversary of the establishment of diplomatic relations with the Republic of Nauru.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,13 November 2019,Daur Kove congratulated Igor Akhba on the occasion of the Establishment Day of the Embassy of the Republic of Abkhazia in the Russian Federation,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to Igor Akhba, the Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia to the Russian Federation on the occasion of the 11-th anniversary of the signing of the Decree on the Establishment of the Embassy of the Republic of Abkhazia in the Russian Federation."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,11 November 2019,Daur Kove congratulated George Hewitt on the occasion of his 70-th anniversary,"Daur Kove, the Minister of Foreign Affairs congratulated George Hewitt, the British Scientist on Caucasus, the Professor of the School of Oriental and African Studies at the University of London, the Member of the British Academy of Sciences, the Honorary Member of the Academy of Sciences of Abkhazia and the International Circassian Academy of Sciences, the Honorary Consul of Abkhazia in the UK, the Grand Officer of «Akhdz-Apsha» on the occasion of his 70-th anniversary."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,4 November 2019,Daur Kove congratulated Sergey Lavrov on the occasion of the National Unity Day,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation in connection with the celebration on the occasion of National Unity Day."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,20 September 2019,Daur Kove congratulated Dmitry Medoyev on the occasion of the 29-th anniversary of the proclamation of the Republic of South Ossetia,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to Dmitry Medoyev, the Minister of Foreign Affairs of the Republic of South Ossetia on the occasion of the 29-th anniversary of the proclamation of the Republic of South Ossetia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,15 September 2019,Abkhazian Foreign Ministry congratulated Nicaraguan Foreign Ministry on the occasion of the Independence Day,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Republic of Nicaragua on the occasion of the Independence Day.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,14 September 2019,Daur Kove congratulated Masis Mayilyan on the occasion of his birthday,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Masis Mayilyan, the Minister of Foreign Affairs of the Republic of Artsakh on the occasion of his birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=5,Notes,10 September 2019,Daur Kove sent a note to Denis Ronaldo Moncada Colindres,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a note to Denis Ronaldo Moncada Colindres, the Minister of Foreign Affairs of the Republic of Nicaragua on the occasion of the 10-th anniversary of the establishment of diplomatic relations between the Republic of Abkhazia and the Republic of Nicaragua."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,10 September 2019,Daur Kove sent a note to Jorge Alberto Arreaza Montserrat on the occasion of the 10-th anniversary of the recognition of the independence of Abkhazia by Venezuela ,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a note to Jorge Alberto Arreaza Montserrat, the Minister of Foreign Affairs of the Bolivarian Republic of Venezuela on the occasion of the 10-th anniversary of the recognition of the independence and state sovereignty of Abkhazia by Venezuela."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,9 September 2019, Daur Kove sent a note to Sergey Lavrov on the occasion of the 11-th anniversary of the establishment of the diplomatic relations between Abkhazia and Russia,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent congratulations to Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation on the occasion of the 11-th anniversary of the establishment of the diplomatic relations between the Republic of Abkhazia and the Russian Federation."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,2 September 2019,Daur Kove congratulated Masis Mayilyan on the occasion of the 28-th anniversary of the adoption of the Declaration on the Proclamation of the Nagorno-Karabakh Republic,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Masis Mayilyan, the Minister of Foreign Affairs of the Nagorno-Karabakh Republic on the occasion of the 28-th anniversary of the adoption of the Declaration on the Proclamation of the Nagorno-Karabakh Republic."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,2 September 2019,Daur Kove congratulated Vitaly Ignatiev on the occasion of the 29-th anniversary of the establishment of the Pridnestrovian Moldavian Republic,"The Minister of Foreign Affairs of Abkhazia congratulated Vitaly Ignatiev, the Minister of Foreign Affairs of the PMR and the entire staff of the Ministry of Foreign Affairs of the Pridnestrovian Moldavian Republic on the occasion of the 29-th anniversary of the establishment of the Pridnestrovian Moldavian Republic.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,26 August 2019,Daur Kove congratulated Dmitry Medoev on the occasion of the 11-th anniversary of the recognition of the independence of the Republic of South Ossetia,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Minister of Foreign Affairs of the Republic of South Ossetia on the occasion of the 11-th anniversary of the recognition of the independence of the Republic of South Ossetia by the Russian Federation."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,24 August 2019,The stage of accreditation of foreign media to the Presidential Elections of the Republic of Abkhazia 2019 has completed.,"The following news agencies are accredited in the Republic of Abkhazia to work during the Presidential Elections of the Republic of Abkhazia 2019: MIA Russia Today, ITAR-TASS, NTV, VGTRK, Pervy Kanal, Vestnik, North Caucasus, TV and Radio Company IR, South Ossetia as well as freelancers from the DPR."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,23 August 2019,Daur Kove congratulated Grigory Karasin on the occasion of his anniversary,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Grigory Karasin, the Deputy Minister of Foreign Affairs of the Russian Federation on the occasion of his anniversary."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,10 July 2019,Statement of Abkhazian Civil Organizations on the Resolution of the OSCE Parliamentary Assembly,"Civil organizations of Abkhazia made a statement in connection with the resolution of the OSCE Parliamentary Assembly on July 6, 2019:"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,1 July 2019,Daur Kove congratulated Vitaly Ignatyev on the occasion of the establishment of the Ministry of Foreign Affairs of the Pridnestrovian Moldavian Republic.,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Vitaly Ignatyev, the Minister of Foreign Affairs of the PMR on the occasion of the establishment of the Ministry of Foreign Affairs of the Pridnestrovian Moldavian Republic."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=6,Notes,28 May 2019,Daur Kove congratulated Minister of Foreign Affairs of the Republic of South Ossetia Dmitry Medoev on the 27th anniversary of the establishment of the Ministry of Foreign Affairs of the Republic of South Ossetia,Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove congratulated Minister of Foreign Affairs of the Republic of South Ossetia Dmitry Medoev on the 27th anniversary of the establishment of the Ministry of Foreign Affairs of the Republic of South Ossetia.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,21 April 2019,The Ministry of Foreign Affairs of Abkhazia expresses its condolences to the Ministry of Foreign Affairs of the Democratic Socialist Republic of Sri Lanka,The Ministry of Foreign Affairs of the Republic of Abkhazia expresses its deep condolences to the Ministry of Foreign Affairs of the Democratic Socialist Republic of Sri Lanka in connection with the loss of life caused by a series of terrorist attacks in the country.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,18 April 2019,The Ministry of Foreign Affairs of Abkhazia congratulated the people of the Syrian Arab Republic on the occasion of the Evacuation Day,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Syrian Arab Republic on the occasion of the national holiday - the Evacuation Day of Foreign Forces.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,8 April 2019,The Ministry of Foreign Affairs of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of South Ossetia,The Ministry of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Republic of South Ossetia on the occasion of the celebration of the Constitution Day.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,26 March 2019,Daur Kove congratulated Oleg Botsiev on the occasion of his anniversary.,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Oleg Botsiev, the Ambassador of South Ossetia in the Republic of Abkhazia on the occasion of his anniversary."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,21 March 2019,Daur Kove congratulated Sergei Lavrov on the occasion of his birthday,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation on the occasion of his birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,5 March 2019,Daur Kove congratulated Alexey Dvinyanin on the occasion of his birthday ,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia sent a congratulatory note to the Extraordinary and Plenipotentiary Ambassador of the Russian Federation in the Republic of Abkhazia to Alexei Dvinyanin on the occasion of his birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/notes/?PAGEN_1=7,Notes,1 March 2019, Daur Kove congratulated Vadim Kharaziya on the 25-th anniversary of the establishment of the Plenipotentiary Representation of the Republic of Abkhazia in the Republic of Turkey,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Vadim Kharaziya, the Plenipotentiary Representative of the Republic of Abkhazia in the Republic of Turkey on the 25-th anniversary of the establishment of the Plenipotentiary Representation of the Republic of Abkhazia in the Republic of Turkey."
