State,Date_of_Scraping,URL,News_type,News_Dates,News_Titles,News_Shorts
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Thu, 08/11/2018 - 18:48",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
Pertaining to the appointment of the Head of the Official Representation of the Pridnestrovian Moldavian Republic in the Republic of South Ossetia 
Under the Decree of Vadim Krasnoselskii, the President of the Pridnestrovian Moldavian Republic, dated November 8, 2018 and issued in accordance with the Treaty on Friendship, Cooperation and Partnership signed between the Republic of South Ossetia and the Pridnestrovian Moldavian Republic on September 20, 2016 in order to promote further interaction between the two states Alan Pliev was appointed as Head of the Official Representation of the Pridnestrovian Moldavian Republic in the Republic of South Ossetia.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Thu, 08/11/2018 - 14:37",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

A working visit of the South Ossetian Foreign Minister Dmitrii Medoev to Moscow will take place on November 11-13.
Negotiations between the Minister of Foreign Affairs of the Republic of South Ossetia Dmitrii Medoev and the Minister of Foreign Affairs of the Russian Federation Sergey Lavrov as well as bilateral South Ossetia-Russia political consultations are expected to be held during the visit. 
Exchange of opinion on key agenda points of the bilateral relations is expected. Alongside with this the parties will discuss terms of strengthening the international positions of South Ossetia and interaction at the GID.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Fri, 02/11/2018 - 16:36",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Ratification of the Treaty of Friendship and Cooperation between the Syrian Arab Republic and the Republic of South Ossetia was discussed at a regular session of the South Ossetian Parliament on November 2. The Minister of Foreign Affairs of the Republic of South Ossetia Dmitrii Medoev participated in the session as an official representative of the President of the Republic of South Ossetia.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Fri, 02/11/2018 - 10:34",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Dmitrii Medoev, the South Ossetian Foreign Minister, hosted a meeting with Marat Kulakhmetov, the Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of South Ossetia.
The parties exchanged opinion on running issues of the bilateral cooperation, discussed terms of further deepening of multi-faceted cooperation between foreign policy agencies of the states and observed the situation in the region.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Mon, 29/10/2018 - 16:32",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

International Days of Self-determined Nations (Giornate Internazionali dell’Autodeterminzione dei Popoli), which were organized in Verona and in which participated Dmitrii Medoev, the South Ossetian Foreign Minister, finished on October 28.
An address by members of the Presidium of the Congress in support of the Republic of South Ossetia followed the speech of the Minister.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Fri, 26/10/2018 - 17:31",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Upon an invitation from Stato Veneto Political Movement the South Ossetian Foreign Minister Dmitrii Medoev made a report at the International Days of Self-determined Nations (Giornate Internazionali dell’Autodeterminzione dei Popoli) held in Verona on October 26.
Important aspects of the South Ossetian nation building process, political and legal grounds for the independence of the Republic, which from the point of view of international legislation are based on unfailing steps, were mentioned in the report of the Minister.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Thu, 25/10/2018 - 14:28",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

The XI Eurasian Economic Forum in Verona, in which the South Ossetian Foreign Minister Dmitrii Medoev is participating, has opened on October 25.
More than 1100 delegates from more than 40 states arrived to participate in the work of the Forum. Representatives of public authorities, business circles, political and public figures, diplomats, experts, journalists from Austria, Belarus, Belgium, Brazil, the UK, Hungary, Germany, Greece, Israel, India, Iran, Spain, Italy, Cyprus, China, Luxembourg, Malta, the United Arab Emirates, Poland, Portugal, Russia, Singapore, Serbia, Slovakia, Slovenia, the United States, Finland, France, Croatia, the Czech Republic, Switzerland, Japan and other countries.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=2,Homepage,"  Mon, 22/10/2018 - 18:26",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

During the visit to the Italian Republic the Minister of Foreign Affairs of the Republic of South Ossetia Dmitrii Medoev visited the province of Catania, Sicily on October 22.
The city of Randazzo saw a ceremonial meeting of Dmitrii Medoev with Francesco Sgroi, the Mayor of the city. Deputies to the Mayor, public representatives and Eugeny Panteleev, the Consul General of the Russian Federation in Palermo, participated in the meeting.
National anthems of the Republic of South Ossetia and the Italian Republic were performed at the beginning of the event.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Mon, 22/10/2018 - 17:24",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Anatolii Bibilov, the President of the Republic of South Ossetia, hosted a meeting with Yason Demeev, the Honorary Consul of the Republic of South Ossetia in the Far Eastern Federal District of the Russian Federation, on October 22.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Mon, 22/10/2018 - 15:22",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
A working visit of the South Ossetian Foreign Minister Dmitrii Medoev to the Italian Republic has started on October 22, 2018.
In framework of the tour the Minister will visit the province of Catania where a range of meetings are expected to be held in the municipality of Randazzo, province of Catania. 
On October 25-26 the Minister will participate in the XI Eurasian Economic Forum in Verona. 
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Thu, 11/10/2018 - 14:20",The message of the South Ossetian delegation for mass media,"
Pertaining to the results of the 45th round of the Geneva International Discussions
October 9-10, 2018 saw a regular round of the Geneva International Discussions on Security and Stability in Transcaucasia, which are conducted in accordance with Medvedev-Sarkozy's agreements dated August 12, 2008 and September 8, 2008. Official delegation of the Republic of South Ossetia, headed by Murat Dzhioev, the Plenipotentiary of the President of the Republic of South Ossetia on post-conflict settlement, delegates from the Republic of Abkhazia, Georgia, the Russian Federation and the USA as well as representatives of the EU, the UN and the OSCE took part in negotiations.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Wed, 10/10/2018 - 13:17",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

The 45th round of the GID, in which the South Ossetian Foreign Minister Dmitii Medoev is participating, is held in Geneva on October 9-10.
The Geneva International Discussions on Security and Stability in Transcaucasia, which are held in accordance with Medvedev-Sarkozy's agreements reached after the Georgian armed aggression against South Ossetia in August 2008, will celebrate this October their 10th anniversary. 
The main objective of the Discussions is maintaining stability South Ossetia and Abkhazia. Representatives of Abkhazia, Georgia, South Ossetia, Russia and the USA are participating in the Discussions, chaired by representatives of the EU, the UN and the OSCE. The Discussions are held in two working groups – on security and humanitarian issues.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Fri, 05/10/2018 - 17:13",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

In framework of the visit to Abkhazia a meeting of the South Ossetian Foreign Minister Dmitrii Medoev with member of the Abkhazian People’s Assembly Committee for international and interparliamentary relations Dmitrii Ardzinba was held on October 4.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Wed, 03/10/2018 - 17:12",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

In framework of the visit to the Republic of Abkhazia a meeting of the Minister of Foreign Affairs of the Republic of South Ossetia Dmitrii Medoev with the Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove was held on October 3.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Sun, 30/09/2018 - 13:10",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

September 30 saw the official delegation of the Republic of South Ossetia, headed by Anatolii Bibilov, the President of the Republic of South Ossetia, participating in the events, dedicated to the 25th Anniversary of Victory and Independence Day of the Republic of Abkhazia. In framework of the events the delegation laid wreaths at the monument to Vladislav Ardzinba, the first President of the Republic of Abkhazia, located in village Lower Eshera of the Sukhum district.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Sat, 29/09/2018 - 19:08",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

In framework of the visit to the Republic of Abkhazia the South Ossetia President Anatolii Bibilov and members of the South Ossetian delegation participated in the opening ceremony of a monument to the fallen soldiers in the Abkhazian Patriotic War of 1992-1993 in Ochamchira and laid flowers at the monument.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Sat, 29/09/2018 - 17:06",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

On September 29, 2018 in framework of the visit to Abkhazia the South Ossetian delegation, headed by the South Ossetian President Anatolii Bibilov, laid a wreath at the monument to Sergey Bagapsh, the second President of the Republic of Abkhazia, raised in the village of Dzhgyarda.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=3,Homepage,"  Sat, 29/09/2018 - 16:05",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

In framework of the visit to Abkhazia an extended format meeting of the South Ossetian President Anatolii Bibilov and the Abkhazian President Raul Khadzhimba was held on September 29.
During the meeting Anatolii Biblov thanked Raul Khadzhimba for the invitation to participate in celebrations, dedicated to the 25th Anniversary of Victory and Independence Day of the Republic of Abkhazia and on behalf of the people of South Ossetia congratulated the people of Abkhazia with the great day. Alongside with this the South Ossetian President emphasized that it was a common victory over the evil, against which the Abkhazian and the Ossetian people had fought together.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Sat, 29/09/2018 - 15:03",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Official delegation of the Republic of South Ossetia, headed by Anatolii BIbilov, the President of the Republic of South Ossetia, arrived in the Republic of Abkhazia on September 28 to participate in the festivities, dedicated to the 25th Anniversary of Victory and Independence Day.
Dmitrii Medoev, Minister of Foreign Affairs, Ibragim Gasseev, Minister for Defence, Igor Naniev, Minister of Internal Affairs, Valerii Valiev, Security Council Secretary, Vladimir Kelekhsaev, member of the Parliament, are members of the delegation.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Fri, 28/09/2018 - 17:01",Comment of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
Pertaining to the statement of Georgian Prime Minister Mamuka Bakhtadze at the 73ed session of the UN General Assembly
Sick imagination of Georgian Prime Minister Mamuka Bakhtadze again has led to innuendos. These insinuations, outlined by the Prime Minister at the 73rd session of the UN General Assembly, have nothing to do with the reality and are aimed to convince the international community in improving relations with the Ossetians. Concern about reduce of the South Ossetian population which allegedly happened because of “the grave humanitarian, socioeconomic, and human rights situation” was equally cynical.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Thu, 27/09/2018 - 13:59",Statement by members of the Joint South Ossetia-Russia Demarcation Commission on the results of the first assembly of Commission,"
The first assembly of the Joint South Ossetia-Russia Demarcation Commission was held on September 25-27, 2018 in Moscow.
The assembly was held in an atmosphere of constructive and good neighborliness.
By of the Joint South Ossetia – Russia Demarcation Commission has been signed by the parties. 
The next assembly of the Commission will be held in the Republic of South Ossetia. Dates of the assembly will be determined in due-course through diplomatic channels. 
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Thu, 20/09/2018 - 20:57",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Anatolii Bibilov, the President of the Republic of South Ossetia, hosted a meeting with Riad Haddad, the Ambassador Extraordinary and Plenipotentiary of the Syrian Arab Republic to the Russian Federation, who arrived in Tskhinval on the occasion of the festivities, dedicated to the Day of the Republic on September 20, 2018.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Mon, 17/09/2018 - 20:42",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

September 17 saw Murat Dzhioev, the Plenipotentiary of the President of the Republic of South Ossetia on post-conflict settlement, heading the South Ossetian delegation at the Geneva International Discussions on Security and Stability in Transcaucasia, hosting a meeting with the Co-Chairs of the Discussions representing the EU, the OSCE and the UN, who arrived in Tskhinval on a working visit.
Agenda of the forthcoming 45th round of the GID scheduled for October 9-10 has been discussed at the meeting.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Mon, 17/09/2018 - 10:40",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Pertaining to the 10th Anniversary of the Treaty of Friendship, Cooperation and Mutual Assistance between the Republic of South Ossetia and the Russian Federation
The 10th anniversary of the Treaty of Friendship, Cooperation and Mutual Assistance between the Republic of South Ossetia and the Russian Federation is celebrated on September 17, 2018.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Wed, 12/09/2018 - 12:38",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
On the official reception dedicated to the 9th Anniversary of Establishment of Diplomatic Relations between the Republic of South Ossetia and the Russian Federation
A ceremonial reception dedicated to the 10th anniversary of establishment of diplomatic relations between the Republic of South Ossetia and the Russian Federation organized by the South Ossetian Foreign Ministry took place in the assembly hall of the South Ossetian State University on September 11.
The South Ossetian President, members of the Government and the Parliament, Russian diplomats - officers of the Embassy of the Russian Federation to the Republic of South Ossetia participated in the event.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Sun, 09/09/2018 - 10:36",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Pertaining to the 10th Anniversary of Establishment of Diplomatic Relations between the Republic of South Ossetia and the Russian Federation
The 10th anniversary of establishment of diplomatic relations between the Republic of South Ossetia and the Russian Federation is celebrated on September 9. 
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Fri, 07/09/2018 - 16:34",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

A joint news conference of the Minister of Foreign Affairs of the Republic of South Ossetia Dmitrii Medoev and the Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of South Ossetia Marat Kulakhmetov dedicated to the 10th anniversary of establishment of diplomatic relations between South Ossetia and Russia was held in the press-center of Sputnik IA on September 7.
The participants of the conference told about development of the interstate relations over the last years and about future joint projects.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=4,Homepage,"  Tue, 04/09/2018 - 10:32",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

A commemoration action in memory of Alexandr Zakharchenko, Head of the Donetsk People’s Republic, who had been killed as a result of a terrorist attack, was held by the Representation of the Republic of South Ossetia in Italy on September 3 in Pesaro.
The action took place at the obelisk raised in memory of the Italian guerrillas who were killed by Fascists during the World War II.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Fri, 31/08/2018 - 20:30",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

A group of deputies of the South Ossetian Oblast Soviet, members of the Soviet of the XX convocation, members of the Parliament of the I convocation, as well as members of the Central Electoral Commission during the Parliamentary elections were awarded by the President of the Republic of South Ossetia Anatolii BIbilov with a medal “In commemoration of the 10th Anniversary of the Victory of the Ossetian Nation in the Patriotic War” on August 31.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Fri, 24/08/2018 - 12:28",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
Pertaining to the 10th Anniversary of Recognition of the Independence of the Republic of South Ossetia by the Russian Federation
Large scale solemnities, dedicated to the 10th Anniversary of Recognition of the Independence of the Republic of South Ossetia by the Russian Federation will be held on August 26. This date is entered by gold letters in the historical chronicle of the Ossetian people.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Thu, 23/08/2018 - 18:09",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Vyacheslav Bitarov, the Head of the Republic of North Ossetia-Alania, hosted a meeting with Riad Haddad, the Ambassador Extraordinary and Plenipotentiary of the Syrian Arab Republic to the Russian Federation, in Vladikavkaz on August 23.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Fri, 10/08/2018 - 18:07",Statement of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
Pertaining to Noble Partner 2018 – multinational military exercises conducted in Georgia 
Large-scale military exercises Noble Partner 2018, in which more than 3 000 soldiers from 13 NATO member states are participating, started in Georgia for the fourth time on August 01, 2018. The US aircraft and German armored vehicles are involved as well. 
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Fri, 10/08/2018 - 17:05",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

"
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Thu, 09/08/2018 - 14:04",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Commemorative events dedicated to the 10th anniversary of the military aggression of Georgia against South Ossetia were held in the Republic of South Ossetia on August 7-8.
Similar actions were organized in the embassies of the Republic of South Ossetia in Moscow, Sukhum and Tiraspol.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Thu, 09/08/2018 - 12:02",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Georgii Kochity, Director of the Peoples’ Friendship Center of the Republic of North Ossetia-Alania, Tamara Kaytukova, Deputy Director of the Peoples’ Friendship Center of the Republic of North Ossetia-Alania, members of the Social Council of Vladikavkaz and the Representative of the Republic of North Ossetia-Alania in the Republic of Crimea Valerii Savlaev visited the South Ossetian Consular Agency in Vladikavkaz on August 8.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Wed, 08/08/2018 - 13:00",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

A commemoration action – a prayer service, dedicated to the 10th anniversary of Georgian military aggression against the Republic of South Ossetia, was conducted under the auspices of the Representation of the Ministry of Foreign Affairs of the Republic of South Ossetia in Italy on August 8 in Pesaro.
At the Tree of Peace, a walnut-tree which had been planted in Miralfiore Park in commemoration of victims of the Georgian aggression, a group of friends of South Ossetia observed a minute of silence in tribute to the memory of victims of the attack of Georgian troops on the sleeping town on August 8, 2008.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Tue, 07/08/2018 - 18:58",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

At the request of Marat Kulakhmetov, the Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of South Ossetia, a meeting with Dmitrii Medoev, the South Ossetian Foreign Minister, was held on August 7.
During the meeting the Ambassador expressed to the Minister sympathy and condolences on the occasion of the 10th anniversary of the Georgian aggression against South Ossetia, when hundreds of innocent people and dozens of Russian peacekeepers were killed. As assured the Ambassador, the memory of innocent victims of those tragic days won’t be condemned to oblivion.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=5,Homepage,"  Tue, 07/08/2018 - 16:45",Statement of the Ministry of Foreign Affairs of the Republic of South Ossetia,"
Pertaining to the 10th anniversary of Georgian military aggression against South Ossetia
Over a long period of time South Ossetia has been the object of the predatory aspirations of the Georgian authorities. Since proclamation of the Georgian independence each new leader considered it his duty to start military actions, ethnic cleansings or genocides against the Ossetian people. Many thousands of the Ossetians were killed and massacred as a result of that. The genocides of the Ossetian people in 1920, 1989-1992, the military invasion in 2004 and, finally, the Georgian-Ossetian war in August 2008, in which the military confrontation culminated, left deep open wounds in hearts of the Ossetian people.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=6,Homepage,"  Tue, 07/08/2018 - 14:35",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Participants of international project Ethnolager 2018 – Trace of the Alans visited the Republic of South Ossetia on July 27-29 and August 5-7.
In framework of the project representatives of the Ossetian communities form Russia, Turkey, Kazakhstan, Tajikistan, Germany and France visited South Ossetia.
 "
South Ossetia,2021-05-26,http://www.mfa-rso.su/en/node?page=6,Homepage,"  Sun, 05/08/2018 - 13:30",Press release of the Ministry of Foreign Affairs of the Republic of South Ossetia,"

Upon an invitation from Sadrettin Kusati, Head of the Ossetian community in Turkey, Dmitrii Medoev, the South Ossetian Foreign Minister, visited Istanbul and participated on August 4, 2018 in the second international festival of the Ossetian culture, which was organized with the assistance of Alan, Ossetian diaspora in Turkey.
Aslan Tsutsiev, the Minister for National Relations of the Republic of North Ossetia-Alania, Ruslan Mildzikhov, the Minister for Culture of Republic of North Ossetia-Alania, representatives of North Caucasus diasporas in Turkey and the diplomatic corps accredited in Turkey participated in the event as well.
 "
